txn_id,chargeback_count,chargeback_amount,open_chargebacks,critical_chargebacks,max_chargeback_severity
TXN00014885,1,573.0,1,0,HIGH
TXN00014905,1,797.17,1,0,MEDIUM
TXN00014926,1,2332.94,0,0,LOW
TXN00014927,1,,1,0,MEDIUM
TXN00014945,1,1720.02,0,0,MEDIUM
TXN00014966,1,10848.72,0,0,HIGH
TXN00014970,1,3336.7,1,0,MEDIUM
TXN00014973,2,1483.85,0,0,HIGH
TXN00014977,1,683.69,0,0,HIGH
TXN00015001,1,,1,1,CRITICAL
TXN00015006,1,3732.8,1,0,MEDIUM
TXN00015011,1,1339.61,1,0,LOW
TXN00015015,1,1247.41,0,0,MEDIUM
TXN00015023,1,946.63,1,0,HIGH
TXN00015034,1,8134.61,0,0,HIGH
TXN00015040,1,1568.41,1,0,LOW
TXN00015049,1,1148.57,1,0,MEDIUM
TXN00015053,1,,0,0,MEDIUM
TXN00015054,1,,1,0,MEDIUM
TXN00015064,1,981.9,1,0,MEDIUM
TXN00015080,1,17242.91,0,0,MEDIUM
TXN00015085,3,3569.92,3,0,MEDIUM
TXN00015086,1,1949.6,1,0,MEDIUM
TXN00015088,1,590.13,0,0,LOW
TXN00015091,1,20286.73,1,0,HIGH
TXN00015094,1,12640.85,1,0,LOW
TXN00015098,1,862.23,1,0,LOW
TXN00015102,1,1038.0,1,0,MEDIUM
TXN00015104,1,2517.56,0,0,LOW
TXN00015105,1,608.31,0,0,LOW
TXN00015106,1,4581.94,1,0,MEDIUM
TXN00015109,1,287.95,0,0,MEDIUM
TXN00015119,1,2069.0,0,0,LOW
TXN00015121,1,1504.76,0,0,MEDIUM
TXN00015125,1,967.0,1,0,MEDIUM
TXN00015126,1,2119.11,1,0,LOW
TXN00015136,1,661.74,1,0,LOW
TXN00015156,1,743.67,1,0,LOW
TXN00015166,1,732.38,1,0,HIGH
TXN00015175,1,381.32,1,1,CRITICAL
TXN00015176,1,519.74,1,1,CRITICAL
TXN00015183,1,4195.81,0,0,MEDIUM
TXN00015189,1,638.59,0,0,HIGH
TXN00015200,1,,0,0,LOW
TXN00015216,1,2997.0,1,1,CRITICAL
TXN00015223,1,1336.12,0,0,MEDIUM
TXN00015230,1,2419.56,1,0,HIGH
TXN00015234,1,10354.45,1,0,HIGH
TXN00015239,1,10770.37,1,0,LOW
TXN00015243,1,448.21,0,0,MEDIUM
TXN00015253,1,1700.27,1,0,LOW
TXN00015262,1,2260.38,1,0,LOW
TXN00015265,1,9117.57,0,0,MEDIUM
TXN00015268,1,4086.0,1,0,MEDIUM
TXN00015275,1,320.53,0,0,MEDIUM
TXN00015278,1,1070.58,0,0,MEDIUM
TXN00015289,1,2649.1,0,0,LOW
TXN00015300,1,753.9,1,0,MEDIUM
TXN00015310,1,3904.6,1,0,LOW
TXN00015316,1,930.83,1,0,HIGH
TXN00015318,1,3397.0,0,0,MEDIUM
TXN00015325,1,5464.95,0,0,MEDIUM
TXN00015341,2,12383.14,2,1,CRITICAL
TXN00015345,1,891.13,0,0,LOW
TXN00015350,1,676.77,1,0,LOW
TXN00015367,1,3023.77,1,1,CRITICAL
TXN00015372,2,2683.72,2,2,CRITICAL
TXN00015384,1,452.46,0,0,LOW
TXN00015397,2,7960.18,0,1,CRITICAL
TXN00015404,1,1356.41,1,0,LOW
TXN00015416,1,4100.6,0,0,LOW
TXN00015418,1,,1,0,MEDIUM
TXN00015427,1,1089.6,1,0,MEDIUM
TXN00015434,1,8317.58,1,0,MEDIUM
TXN00015440,1,,1,0,MEDIUM
TXN00015469,1,,1,0,MEDIUM
TXN00015474,1,879.08,0,0,MEDIUM
TXN00015481,1,2917.55,0,0,LOW
TXN00015492,1,2618.19,1,0,HIGH
TXN00015494,1,1459.8,0,1,CRITICAL
TXN00015495,1,448.1,1,0,MEDIUM
TXN00015499,1,1792.1,1,0,LOW
TXN00015520,1,578.15,1,1,CRITICAL
TXN00015532,1,90.26,1,1,CRITICAL
TXN00015571,1,722.56,0,0,MEDIUM
TXN00015576,2,2630.4500000000003,2,0,HIGH
TXN00015587,1,11364.57,1,0,LOW
TXN00015594,2,6385.46,1,1,CRITICAL
TXN00015597,1,5141.83,0,0,LOW
TXN00015627,1,4853.7,0,0,MEDIUM
TXN00015632,1,386.01,1,0,LOW
TXN00015644,1,4307.19,1,0,MEDIUM
TXN00015649,1,2175.05,0,0,HIGH
TXN00015653,1,3491.1,0,0,MEDIUM
TXN00015657,1,1966.13,0,0,LOW
TXN00015661,1,1840.53,1,0,HIGH
TXN00015663,1,5021.55,1,0,MEDIUM
TXN00015673,1,,0,0,MEDIUM
TXN00015679,1,221.0,0,0,LOW
TXN00015686,1,4354.56,0,0,MEDIUM
TXN00015688,1,3314.0,1,0,MEDIUM
TXN00015694,1,2581.01,1,0,LOW
TXN00015715,1,9730.68,1,0,LOW
TXN00015728,1,791.9,0,0,LOW
TXN00015729,1,5873.9,0,0,HIGH
TXN00015731,1,,1,0,HIGH
TXN00015733,1,2313.86,0,0,MEDIUM
TXN00015761,2,7479.95,2,0,LOW
TXN00015766,2,2783.51,1,0,HIGH
TXN00015767,1,1904.98,0,0,MEDIUM
TXN00015777,1,,1,0,LOW
TXN00015779,2,5814.0,2,0,HIGH
TXN00015780,1,1404.29,1,0,MEDIUM
TXN00015781,2,9559.32,2,0,HIGH
TXN00015783,1,2852.68,1,0,HIGH
TXN00015786,1,14485.22,1,0,MEDIUM
TXN00015787,1,8787.96,0,0,HIGH
TXN00015798,2,11953.38,2,0,LOW
TXN00015815,1,458.03,1,0,LOW
TXN00015825,1,272.77,0,1,CRITICAL
TXN00015831,1,3377.0,0,0,HIGH
TXN00015855,2,9916.58,1,0,MEDIUM
TXN00015883,1,2183.47,0,0,MEDIUM
TXN00015884,1,247.02,1,0,HIGH
TXN00015908,1,540.0,1,0,MEDIUM
TXN00015911,1,1701.23,0,0,HIGH
TXN00015922,1,,1,0,HIGH
TXN00015926,1,851.0,1,0,MEDIUM
TXN00015930,1,8611.05,0,0,LOW
TXN00015934,1,1508.23,0,0,HIGH
TXN00015944,1,1459.42,1,0,LOW
TXN00015951,1,607.62,1,0,MEDIUM
TXN00015953,1,,0,0,LOW
TXN00015963,1,3356.0,1,0,MEDIUM
TXN00015972,1,8836.22,0,1,CRITICAL
TXN00015982,1,3445.69,1,0,LOW
TXN00015990,1,,1,1,CRITICAL
TXN00015992,1,6937.41,0,0,HIGH
TXN00015997,1,1370.91,1,0,LOW
TXN00016001,2,1805.71,1,0,HIGH
TXN00016017,1,,1,0,HIGH
TXN00016035,1,2162.74,1,0,MEDIUM
TXN00016038,1,447.63,0,0,HIGH
TXN00016040,1,3127.0,1,0,LOW
TXN00016050,1,1426.42,0,0,MEDIUM
TXN00016055,1,509.0,0,0,HIGH
TXN00016057,1,3429.16,0,0,HIGH
TXN00016061,1,,0,0,MEDIUM
TXN00016070,1,2123.39,0,0,MEDIUM
TXN00016086,1,756.07,1,0,HIGH
TXN00016107,1,800.72,1,0,LOW
TXN00016135,1,830.69,1,0,MEDIUM
TXN00016138,1,2973.45,1,0,LOW
TXN00016151,1,1236.73,1,0,LOW
TXN00016160,1,604.17,0,0,MEDIUM
TXN00016165,1,4335.54,0,0,HIGH
TXN00016173,1,8263.92,0,0,LOW
TXN00016182,1,237.88,0,0,LOW
TXN00016188,1,1305.41,1,0,HIGH
TXN00016195,1,471.0,1,0,LOW
TXN00016196,1,,1,0,MEDIUM
TXN00016199,1,4366.91,1,0,HIGH
TXN00016200,3,4291.52,1,0,HIGH
TXN00016205,1,3052.0,0,0,LOW
TXN00016207,2,2011.3200000000002,1,0,HIGH
TXN00016211,1,,0,0,HIGH
TXN00016267,1,1756.0,0,0,HIGH
TXN00016286,2,2687.42,1,0,MEDIUM
TXN00016295,1,10226.59,1,0,MEDIUM
TXN00016308,1,3857.22,1,0,LOW
TXN00016316,1,5742.0,0,0,LOW
TXN00016322,2,3024.0,0,0,LOW
TXN00016325,1,1085.5,0,0,MEDIUM
TXN00016326,1,905.23,1,0,LOW
TXN00016348,1,2797.85,0,0,LOW
TXN00016351,1,2366.0,0,0,HIGH
TXN00016352,1,6616.61,1,0,MEDIUM
TXN00016365,1,287.37,0,0,LOW
TXN00016367,1,6490.82,1,0,MEDIUM
TXN00016378,1,403.8,1,0,HIGH
TXN00016394,2,1503.32,2,0,HIGH
TXN00016400,1,1616.81,0,0,MEDIUM
TXN00016401,1,5981.0,0,0,HIGH
TXN00016408,1,5179.58,0,0,LOW
TXN00016424,1,1444.48,0,0,HIGH
TXN00016429,1,276.59,0,0,MEDIUM
TXN00016456,1,3977.66,1,0,LOW
TXN00016461,1,,1,0,HIGH
TXN00016465,1,1819.68,0,0,HIGH
TXN00016469,2,13428.48,2,1,CRITICAL
TXN00016470,2,1947.05,2,0,HIGH
TXN00016493,1,1664.55,0,0,LOW
TXN00016496,1,5996.21,0,1,CRITICAL
TXN00016497,1,3794.91,1,0,MEDIUM
TXN00016498,1,3489.66,0,0,HIGH
TXN00016521,1,2697.0,1,0,LOW
TXN00016536,1,406.58,1,1,CRITICAL
TXN00016541,1,1089.44,1,0,MEDIUM
TXN00016545,1,268.66,1,0,MEDIUM
TXN00016557,1,3670.72,1,0,MEDIUM
TXN00016562,1,709.53,0,0,LOW
TXN00016574,1,2828.9,0,0,MEDIUM
TXN00016579,1,1345.55,0,0,MEDIUM
TXN00016585,1,,1,0,MEDIUM
TXN00016593,1,6511.97,0,0,MEDIUM
TXN00016623,1,818.66,1,0,HIGH
TXN00016633,1,3329.74,1,0,HIGH
TXN00016636,1,6720.23,0,0,MEDIUM
TXN00016639,1,2539.68,1,0,HIGH
TXN00016644,1,898.0,0,0,HIGH
TXN00016648,1,1142.0,1,0,MEDIUM
TXN00016662,1,4341.13,1,0,LOW
TXN00016671,1,1587.1,0,0,LOW
TXN00016673,1,1675.84,0,0,LOW
TXN00016683,1,8248.74,0,0,MEDIUM
TXN00016687,1,15660.34,0,0,MEDIUM
TXN00016689,1,2052.97,1,0,LOW
TXN00016708,1,2567.69,1,0,MEDIUM
TXN00016714,1,,1,0,MEDIUM
TXN00016715,1,1128.27,0,0,MEDIUM
TXN00016717,1,3272.08,1,0,MEDIUM
TXN00016719,1,2956.42,0,0,LOW
TXN00016726,1,2235.82,0,0,HIGH
TXN00016736,1,15548.64,0,0,MEDIUM
TXN00016739,1,10606.78,1,0,LOW
TXN00016742,1,1163.64,1,0,LOW
TXN00016749,1,,0,0,MEDIUM
TXN00016753,1,390.5,1,0,LOW
TXN00016754,2,5126.76,0,0,LOW
TXN00016756,1,455.72,0,0,MEDIUM
TXN00016767,1,1273.0,0,0,HIGH
TXN00016774,1,9878.08,1,1,CRITICAL
TXN00016780,1,1017.31,1,0,LOW
TXN00016806,2,1509.8,0,0,MEDIUM
TXN00016813,1,9012.82,1,0,HIGH
TXN00016822,1,3058.22,1,0,LOW
TXN00016836,1,,1,0,MEDIUM
TXN00016837,1,,0,0,HIGH
TXN00016840,1,276.74,1,0,HIGH
TXN00016875,1,,1,0,LOW
TXN00016877,1,3046.01,0,0,MEDIUM
TXN00016878,1,2996.76,0,0,LOW
TXN00016890,1,2406.47,1,0,LOW
TXN00016892,1,1942.12,1,0,HIGH
TXN00016902,1,1595.05,1,0,LOW
TXN00016908,1,2938.45,1,0,LOW
TXN00016911,1,1895.66,0,0,MEDIUM
TXN00016915,1,886.36,0,0,MEDIUM
TXN00016920,1,2798.0,0,0,MEDIUM
TXN00016937,1,,0,0,MEDIUM
TXN00016939,1,27330.78,0,1,CRITICAL
TXN00016940,2,7669.97,0,0,MEDIUM
TXN00016957,1,1444.28,0,0,LOW
TXN00016961,2,942.21,2,1,CRITICAL
TXN00016966,1,1081.02,0,0,LOW
TXN00016968,1,1768.72,0,0,MEDIUM
TXN00016978,1,3895.0,0,0,MEDIUM
TXN00016982,1,662.25,1,0,MEDIUM
TXN00016988,1,,0,0,MEDIUM
TXN00017004,1,645.98,1,1,CRITICAL
TXN00017005,1,10880.54,1,0,MEDIUM
TXN00017012,1,990.42,0,0,MEDIUM
TXN00017025,1,,0,0,LOW
TXN00017037,1,1937.0,0,0,HIGH
TXN00017039,1,1306.0,0,0,LOW
TXN00017040,1,2935.06,1,0,MEDIUM
TXN00017041,1,,1,0,HIGH
TXN00017042,2,3414.0,0,0,LOW
TXN00017045,1,1409.0,1,0,MEDIUM
TXN00017047,1,1731.53,1,0,LOW
TXN00017055,1,226.51,0,0,HIGH
TXN00017060,1,575.09,0,0,LOW
TXN00017072,1,15432.0,1,0,HIGH
TXN00017080,1,687.73,0,0,LOW
TXN00017091,1,2254.1,1,0,HIGH
TXN00017098,1,1358.37,0,0,MEDIUM
TXN00017102,1,193.64,0,0,MEDIUM
TXN00017113,1,580.57,1,0,MEDIUM
TXN00017134,1,,0,0,LOW
TXN00017140,1,589.03,0,0,MEDIUM
TXN00017149,1,1317.13,1,0,HIGH
TXN00017156,2,2089.48,1,0,MEDIUM
TXN00017157,1,738.08,1,0,MEDIUM
TXN00017169,2,1393.26,0,0,LOW
TXN00017175,1,,1,0,HIGH
TXN00017184,1,3231.22,0,0,MEDIUM
TXN00017185,1,384.18,1,0,MEDIUM
TXN00017191,2,2345.0,1,0,MEDIUM
TXN00017193,1,2406.17,1,0,MEDIUM
TXN00017196,1,9937.63,1,0,MEDIUM
TXN00017204,1,,0,0,MEDIUM
TXN00017209,1,1552.09,0,0,MEDIUM
TXN00017214,1,,1,0,MEDIUM
TXN00017223,1,,0,0,LOW
TXN00017225,1,4972.38,1,0,LOW
TXN00017227,1,2799.72,1,0,HIGH
TXN00017229,1,796.1,1,0,MEDIUM
TXN00017235,1,18567.74,1,0,MEDIUM
TXN00017240,1,7674.03,1,0,LOW
TXN00017251,1,6191.71,0,0,MEDIUM
TXN00017265,1,2120.67,0,0,LOW
TXN00017266,1,260.19,1,0,HIGH
TXN00017286,1,497.0,0,0,MEDIUM
TXN00017298,1,3871.95,0,0,MEDIUM
TXN00017300,1,2554.87,1,0,HIGH
TXN00017315,1,704.73,1,0,HIGH
TXN00017317,1,8056.19,1,0,MEDIUM
TXN00017327,1,1722.43,1,0,LOW
TXN00017336,1,3087.13,0,1,CRITICAL
TXN00017340,1,1945.77,1,0,LOW
TXN00017349,1,1441.68,0,0,MEDIUM
TXN00017357,1,3043.82,1,1,CRITICAL
TXN00017361,1,1755.45,1,0,LOW
TXN00017368,1,,1,0,MEDIUM
TXN00017372,1,1275.74,0,0,HIGH
TXN00017373,1,4758.01,1,0,MEDIUM
TXN00017377,1,9493.15,1,0,MEDIUM
TXN00017387,1,303.26,1,0,MEDIUM
TXN00017396,1,642.07,1,0,HIGH
TXN00017399,1,685.65,0,1,CRITICAL
TXN00017402,1,2837.81,0,0,LOW
TXN00017408,1,836.19,1,0,LOW
TXN00017412,1,1505.0,1,0,LOW
TXN00017414,1,12249.71,0,0,HIGH
TXN00017418,1,1350.91,1,0,LOW
TXN00017424,1,9374.52,1,0,MEDIUM
TXN00017437,2,1311.0,2,0,MEDIUM
TXN00017441,1,766.94,1,0,HIGH
TXN00017444,1,252.18,1,0,MEDIUM
TXN00017451,1,1007.69,1,0,LOW
TXN00017457,1,,1,0,LOW
TXN00017462,1,,0,0,LOW
TXN00017469,1,1016.01,0,0,LOW
TXN00017471,1,918.63,0,0,HIGH
TXN00017472,1,14012.62,0,1,CRITICAL
TXN00017504,1,12647.35,1,0,LOW
TXN00017510,1,788.58,0,0,HIGH
TXN00017513,1,24586.31,0,0,LOW
TXN00017532,1,2971.18,0,0,LOW
TXN00017548,1,6612.88,0,0,MEDIUM
TXN00017555,1,2069.43,1,0,LOW
TXN00017565,1,3265.92,1,0,MEDIUM
TXN00017581,2,1299.7,0,1,CRITICAL
TXN00017590,1,740.63,1,0,MEDIUM
TXN00017591,1,6180.12,0,0,MEDIUM
TXN00017598,1,819.3,0,0,MEDIUM
TXN00017607,1,291.0,1,0,LOW
TXN00017642,2,3011.92,0,0,HIGH
TXN00017647,2,7354.12,2,0,MEDIUM
TXN00017653,1,4402.84,1,0,MEDIUM
TXN00017656,1,,0,0,MEDIUM
TXN00017658,1,845.38,1,0,MEDIUM
TXN00017663,1,8257.96,1,0,HIGH
TXN00017675,1,,1,0,MEDIUM
TXN00017688,1,433.23,0,0,MEDIUM
TXN00017706,1,1159.44,0,0,LOW
TXN00017717,1,24414.54,1,0,LOW
TXN00017718,1,1451.78,0,0,LOW
TXN00017737,1,1419.1,0,1,CRITICAL
TXN00017740,1,2328.0,1,0,MEDIUM
TXN00017748,2,10015.0,0,0,LOW
TXN00017755,1,3261.84,0,0,MEDIUM
TXN00017791,1,2658.78,1,0,MEDIUM
TXN00017797,1,1590.47,1,0,HIGH
TXN00017802,1,1303.05,0,0,HIGH
TXN00017826,1,5617.04,1,0,LOW
TXN00017838,1,,0,0,HIGH
TXN00017847,2,1428.0,0,0,HIGH
TXN00017864,1,,1,0,HIGH
TXN00017871,2,5375.87,1,0,HIGH
TXN00017876,1,638.04,1,0,HIGH
TXN00017882,1,732.66,1,0,HIGH
TXN00017891,1,3343.99,0,1,CRITICAL
TXN00017893,1,4556.84,1,0,LOW
TXN00017897,1,1234.0,0,0,MEDIUM
TXN00017905,1,2185.09,0,0,LOW
TXN00017915,2,3064.84,0,0,MEDIUM
TXN00017923,1,1055.53,0,0,MEDIUM
TXN00017925,1,1402.12,1,0,MEDIUM
TXN00017926,1,5338.83,1,0,LOW
TXN00017932,1,4452.54,1,1,CRITICAL
TXN00017953,1,6427.42,0,0,MEDIUM
TXN00017962,1,2741.61,1,0,LOW
TXN00017969,1,2501.0,1,0,MEDIUM
TXN00017992,2,2831.77,0,0,LOW
TXN00017995,2,3837.02,0,0,MEDIUM
TXN00018011,2,926.6199999999999,1,0,HIGH
TXN00018012,1,722.5,0,0,LOW
TXN00018017,1,1017.08,1,0,MEDIUM
TXN00018020,1,1238.72,0,0,LOW
TXN00018024,1,,0,0,MEDIUM
TXN00018031,1,,0,0,MEDIUM
TXN00018041,1,479.19,1,0,LOW
TXN00018048,1,2467.08,1,0,HIGH
TXN00018053,1,1619.1,0,0,LOW
TXN00018059,1,,0,0,MEDIUM
TXN00018064,1,590.0,0,0,MEDIUM
TXN00018065,1,4568.57,1,0,LOW
TXN00018071,1,3289.2,0,0,MEDIUM
TXN00018073,1,171.37,1,0,LOW
TXN00018079,1,8988.28,0,0,MEDIUM
TXN00018087,1,2152.04,0,0,LOW
TXN00018097,2,5045.32,0,0,HIGH
TXN00018105,1,2703.6,0,0,LOW
TXN00018113,1,987.42,0,0,LOW
TXN00018114,1,2570.74,1,0,MEDIUM
TXN00018116,1,1239.17,1,0,LOW
TXN00018122,1,5694.69,1,0,MEDIUM
TXN00018123,1,3146.39,0,0,LOW
TXN00018137,1,7022.75,1,0,MEDIUM
TXN00018141,1,4311.27,0,0,MEDIUM
TXN00018148,1,2197.15,1,0,LOW
TXN00018150,1,1285.26,1,0,MEDIUM
TXN00018160,1,482.0,1,0,MEDIUM
TXN00018185,1,660.0,1,1,CRITICAL
TXN00018187,1,,0,0,MEDIUM
TXN00018188,1,609.57,1,1,CRITICAL
TXN00018190,1,3985.84,0,0,MEDIUM
TXN00018193,1,,0,0,LOW
TXN00018203,2,2807.08,0,0,LOW
TXN00018217,1,1300.73,1,0,HIGH
TXN00018221,1,119.0,1,0,LOW
TXN00018222,1,1611.0,0,0,LOW
TXN00018235,1,5681.16,0,0,HIGH
TXN00018250,1,4835.58,0,0,LOW
TXN00018275,1,894.24,0,0,LOW
TXN00018296,1,849.13,0,0,MEDIUM
TXN00018300,1,3125.63,1,0,LOW
TXN00018308,1,5058.0,1,0,HIGH
TXN00018314,2,3270.26,2,0,MEDIUM
TXN00018324,1,1624.65,1,0,LOW
TXN00018342,1,2231.66,1,1,CRITICAL
TXN00018344,1,9060.0,0,0,HIGH
TXN00018348,1,1207.49,0,0,LOW
TXN00018357,1,13142.13,1,0,MEDIUM
TXN00018358,1,,0,0,HIGH
TXN00018359,1,333.0,1,0,LOW
TXN00018367,1,1495.59,0,0,MEDIUM
TXN00018381,1,528.22,1,0,LOW
TXN00018387,1,741.15,1,0,MEDIUM
TXN00018402,1,1848.85,0,0,LOW
TXN00018414,1,3972.17,1,0,HIGH
TXN00018418,1,671.84,1,0,HIGH
TXN00018420,1,2274.67,1,0,HIGH
TXN00018423,1,1074.0,1,0,HIGH
TXN00018467,1,688.0,1,0,MEDIUM
TXN00018481,1,776.76,0,0,MEDIUM
TXN00018489,1,267.92,0,0,HIGH
TXN00018498,1,1779.0,0,0,LOW
TXN00018501,1,1061.55,1,0,LOW
TXN00018504,1,2887.1,0,0,LOW
TXN00018518,1,2159.7,0,0,LOW
TXN00018525,1,263.29,1,0,LOW
TXN00018528,1,3336.11,0,0,MEDIUM
TXN00018536,1,1257.97,1,0,HIGH
TXN00018546,1,7492.62,0,0,HIGH
TXN00018559,1,9404.0,0,0,LOW
TXN00018578,1,4970.0,1,0,MEDIUM
TXN00018597,1,2898.66,1,0,MEDIUM
TXN00018599,1,576.0,0,0,MEDIUM
TXN00018603,1,3615.07,0,1,CRITICAL
TXN00018611,1,1143.89,1,0,MEDIUM
TXN00018643,1,,1,0,LOW
TXN00018653,1,2423.45,0,0,LOW
TXN00018659,1,4959.68,0,1,CRITICAL
TXN00018666,1,1677.0,1,0,MEDIUM
TXN00018670,1,3883.93,0,0,MEDIUM
TXN00018681,2,11050.88,2,0,MEDIUM
TXN00018686,1,530.01,1,0,MEDIUM
TXN00018703,1,1513.0,1,1,CRITICAL
TXN00018705,1,325.69,1,0,LOW
TXN00018717,1,4563.14,1,0,LOW
TXN00018727,1,10161.06,1,0,HIGH
TXN00018732,1,2042.84,1,0,HIGH
TXN00018738,1,1179.22,1,0,LOW
TXN00018753,1,12010.0,1,0,LOW
TXN00018761,1,1500.59,1,0,LOW
TXN00018781,1,428.55,0,0,LOW
TXN00018783,1,11640.86,1,0,LOW
TXN00018812,1,15054.0,1,0,HIGH
TXN00018820,1,7255.27,0,0,LOW
TXN00018827,1,2231.59,0,0,MEDIUM
TXN00018833,1,,0,1,CRITICAL
TXN00018837,1,1260.53,0,0,HIGH
TXN00018840,1,1901.24,0,0,HIGH
TXN00018842,1,1397.32,0,0,MEDIUM
TXN00018844,1,6620.7,1,0,MEDIUM
TXN00018851,1,2087.83,1,0,HIGH
TXN00018868,1,180.66,0,0,HIGH
TXN00018872,1,4001.57,0,0,MEDIUM
TXN00018877,1,2653.61,1,1,CRITICAL
TXN00018880,1,2224.0,0,0,LOW
TXN00018881,1,2108.9,1,0,HIGH
TXN00018888,1,,0,0,MEDIUM
TXN00018891,1,2154.46,0,0,HIGH
TXN00018893,1,3450.22,1,0,MEDIUM
TXN00018901,1,2585.0,1,0,LOW
TXN00018905,1,547.94,1,0,HIGH
TXN00018916,1,1889.0,1,0,MEDIUM
TXN00018932,1,1825.0,1,0,HIGH
TXN00018937,1,1097.4,0,1,CRITICAL
TXN00018943,1,2326.89,0,0,LOW
TXN00018948,1,959.89,1,0,MEDIUM
TXN00018954,1,3630.2,0,0,HIGH
TXN00018961,1,409.0,0,0,LOW
TXN00018975,1,701.39,0,0,HIGH
TXN00018979,1,2995.87,1,0,MEDIUM
TXN00018989,1,2703.0,1,0,HIGH
TXN00018991,1,5661.32,1,0,MEDIUM
TXN00018996,1,1863.8,0,0,LOW
TXN00019000,1,595.88,0,0,LOW
TXN00019004,1,,1,0,MEDIUM
TXN00019006,1,,0,0,MEDIUM
TXN00019009,1,1552.99,1,0,HIGH
TXN00019010,1,983.91,1,0,LOW
TXN00019027,1,800.24,0,0,MEDIUM
TXN00019042,1,1241.09,0,0,MEDIUM
TXN00019043,1,215.0,1,0,HIGH
TXN00019045,1,4841.06,1,0,MEDIUM
TXN00019048,1,1913.71,0,0,HIGH
TXN00019091,1,11124.0,1,0,MEDIUM
TXN00019098,1,536.94,1,0,MEDIUM
TXN00019111,1,1094.0,0,0,HIGH
TXN00019135,1,,1,0,MEDIUM
TXN00019136,1,264.95,1,0,HIGH
TXN00019145,1,10111.0,1,0,MEDIUM
TXN00019162,1,2538.07,1,0,LOW
TXN00019163,1,1202.2,0,0,HIGH
TXN00019164,1,1364.5,1,0,LOW
TXN00019169,1,8504.48,1,0,HIGH
TXN00019171,1,3429.44,0,0,LOW
TXN00019180,1,163.0,1,0,HIGH
TXN00019193,1,1004.32,0,0,HIGH
TXN00019200,1,1186.0,1,0,MEDIUM
TXN00019208,1,1146.96,0,0,MEDIUM
TXN00019209,1,13306.35,1,0,LOW
TXN00019212,2,4181.36,1,0,MEDIUM
TXN00019221,1,596.6,0,0,MEDIUM
TXN00019231,1,1213.34,1,0,LOW
TXN00019233,1,1007.91,0,0,LOW
TXN00019236,1,3160.25,0,0,HIGH
TXN00019245,2,5811.0,0,0,MEDIUM
TXN00019262,1,385.0,1,0,LOW
TXN00019269,1,2732.12,0,0,MEDIUM
TXN00019297,1,1314.28,1,0,LOW
TXN00019309,1,6862.58,1,0,HIGH
TXN00019340,1,1486.0,0,0,HIGH
TXN00019343,1,4178.65,1,1,CRITICAL
TXN00019345,1,,1,0,MEDIUM
TXN00019356,1,6782.66,0,0,HIGH
TXN00019376,1,439.77,1,0,HIGH
TXN00019385,1,1082.82,1,0,HIGH
TXN00019392,1,16244.17,0,0,HIGH
TXN00019402,1,,1,0,MEDIUM
TXN00019409,1,,1,0,MEDIUM
TXN00019414,1,996.0,1,1,CRITICAL
TXN00019434,1,7211.97,1,0,MEDIUM
TXN00019470,1,3505.15,0,0,LOW
TXN00019488,1,6544.91,0,0,MEDIUM
TXN00019490,1,1314.21,0,1,CRITICAL
TXN00019503,1,1537.27,1,0,LOW
TXN00019525,1,5874.15,1,0,LOW
TXN00019528,1,2653.08,0,0,MEDIUM
TXN00019537,1,613.06,0,0,MEDIUM
TXN00019539,1,671.14,1,0,LOW
TXN00019555,1,15606.92,1,0,LOW
TXN00019558,1,1769.97,0,0,LOW
TXN00019560,1,4923.1,1,1,CRITICAL
TXN00019564,1,17075.88,1,0,LOW
TXN00019571,1,475.0,1,0,MEDIUM
TXN00019581,1,1017.95,0,0,LOW
TXN00019588,1,,0,0,MEDIUM
TXN00019589,2,4300.0,0,0,HIGH
TXN00019596,1,2991.63,0,0,HIGH
TXN00019601,1,9956.85,0,0,HIGH
TXN00019626,1,781.0,0,0,MEDIUM
TXN00019644,1,1335.62,1,0,LOW
TXN00019651,1,7485.82,0,0,HIGH
TXN00019652,1,1289.49,1,1,CRITICAL
TXN00019657,1,18735.0,0,0,MEDIUM
TXN00019659,1,2545.52,0,0,MEDIUM
TXN00019661,1,,0,0,HIGH
TXN00019667,1,,1,0,MEDIUM
TXN00019669,2,3545.43,1,0,MEDIUM
TXN00019681,1,9661.7,0,0,HIGH
TXN00019683,1,,1,0,MEDIUM
TXN00019695,1,1782.96,1,0,MEDIUM
TXN00019708,1,1943.24,1,0,LOW
TXN00019710,1,739.61,0,0,HIGH
TXN00019717,1,1122.85,0,0,LOW
TXN00019719,1,4373.83,0,0,HIGH
TXN00019722,1,11641.0,1,0,HIGH
TXN00019737,1,174.11,0,0,MEDIUM
TXN00019738,1,584.74,0,0,LOW
TXN00019762,1,978.26,0,0,HIGH
TXN00019768,1,537.48,0,0,HIGH
TXN00019782,1,2150.18,0,0,HIGH
TXN00019784,1,2591.32,0,0,LOW
TXN00019786,1,1377.81,1,1,CRITICAL
TXN00019791,1,376.0,0,0,LOW
TXN00019810,1,2801.1,0,0,HIGH
TXN00019824,1,755.08,0,1,CRITICAL
TXN00019834,1,41457.94,0,0,LOW
TXN00019838,1,2926.76,1,1,CRITICAL
TXN00019856,1,,1,0,HIGH
TXN00019872,1,2597.87,1,0,MEDIUM
TXN00019876,1,2134.32,1,0,LOW
